ForeFlight Logbook Import,This row is required for importing into ForeFlight. Do not delete or modify.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aircraft Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftID,TypeCode,Year,Make,Model,GearType,EngineType,equipType (FAA),aircraftClass (FAA),complexAircraft (FAA),taa (FAA),highPerformance (FAA),pressurized (FAA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-28,N249QS,KBZN,KAPA,,,,,,,,1.3,0.0,1.3,1.3,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0,464.90,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0,0,1,1,1
2024-12-28,N249QS,KSBA,KBZN,,,,,,,,2.3,0.0,2.3,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0,788.40,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,1,0,0,1
2024-12-28,N249QS,KTRM,KSBA,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,189.70,0.3,0.0,0.00,0.00,0.00,0.00,0,1;ILS OR LOC RWY 07;07;KSBA;;,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,1,0,0,1
2024-12-28,N249QS,KSFO,KTRM,,,,,,,,1.2,0.0,1.2,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0,386.70,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,1,0,0,1
2024-12-28,N249QS,KEUG,KSFO,,,,,,,,1.3,0.0,1.3,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0,392.00,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,1,0,0,1
2024-12-28,N249QS,KBZN,KEUG,,,,,,,,1.9,0.0,1.9,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0,522.90,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,1,0,0,1
2024-12-28,N249QS,KDZB,KBZN,,,,,,,,3.3,0.0,3.3,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0,1093.20,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,1,0,0,1
2024-12-28,N249QS,KLAX,KDZB,,,,,,,,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0,1038.80,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,1,0,0,1
2024-12-28,N225QS,KHPN,KORL,,,,,,,,2.9,0.0,2.9,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0,838.50,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,1,0,0,1
2024-12-28,N244QS,KFXE,KTEB,,,,,,,,3.1,,3.1,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0,928.90,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,1,0,0,1
2024-12-28,N261QS,KSGJ,KPBI,,,,,,,,1.1,0.0,1.1,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0,206.80,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,1,0,0,1
2024-12-28,N261QS,KMIA,KSGJ,,,,,,,,1.1,0.0,1.1,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0,255.30,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,1,0,0,1
2024-12-28,N261QS,KOPF,KMIA,,,,,,,,0.5,0.0,0.5,0.5,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0,0,1,1,1
2024-12-12,N261QS,KEWR,KOPF,,,,,,,,3.3,0.0,3.3,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0,936.60,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,1,0,0,1
2024-12-12,N261QS,KMSY,KEWR,,,,,,,,3.6,0.0,3.6,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0,1014.20,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,1,0,0,1
2024-12-11,N261QS,KDAL,KMSY,,,,,,,,1.4,0.0,1.4,1.4,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0,379.00,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0,0,1,1,1
2024-12-04,N246QS,KAPA,KLEX,,,,,,,,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0,951.80,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,1,0,0,1
2024-12-04,N246QS,KTRM,KAPA,,,,,,,,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,651.40,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,1,0,0,1
2024-12-04,N246QS,KCRQ,KTRM,,,,,,,,0.8,0.0,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0,63.70,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,1,0,0,1
2024-12-04,N246QS,KSJC,KCRQ,,,,,,,,1.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0,341.30,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,1,0,0,2
2024-12-04,N246QS,KSFO,KSJC,,,,,,,,0.6,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0,0,1,1,1
2024-12-04,N246QS,PHKO,KSFO,,,,,,,,5.2,0.0,5.2,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0,2057.20,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,1,0,0,1
2024-11-30,N246QS,KSAN,PHKO,,,,,,,,6.3,0.0,6.3,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0,2220.80,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,1,0,0,1
2024-11-29,N246QS,PAFA,KSAN,,,,,,,,5.0,0.0,5.0,1.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,2231.30,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,0,0,1,1
2024-11-27,N246QS,KSAN,PAFA,,,,,,,,6.3,0.0,6.3,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0,2231.30,0.1,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,1,0,0,1
2024-11-18,N225QS,KBED,KPBI,,,,,,,,2.9,0.0,2.9,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0,1040.00,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
2024-11-18,N225QS,KMDW,KBED,,,,,,,,2.7,0.0,2.7,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0,735.00,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
2024-11-17,N225QS,KBOS,KMDW,,,,,,,,2.8,0.0,2.8,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0,747.90,0.2,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
2024-11-16,N225QS,KHPN,KBOS,,,,,,,,0.9,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0,144.10,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
2024-11-16,N225QS,KISM,KHPN,,,,,,,,2.8,0.0,2.8,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0,854.70,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
2024-11-15,N225QS,KSFO,KISM,,,,,,,,4.9,,4.9,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0,2123.00,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
2024-11-14,N225QS,KLAX,KSFO,,,,,,,,1.4,0.0,1.4,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0,293.20,0.4,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
2024-11-14,N225QS,KLAS,KLAX,,,,,,,,1.3,0.0,1.3,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0,205.30,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
2024-11-14,N225QS,KTRM,KLAS,,,,,,,,1.1,0.0,1.1,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0,155.10,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
2024-11-14,N225QS,KBFI,KTRM,,,,,,,,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0,878.90,0.1,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
2024-11-13,N225QS,KBUR,KBFI,,,,,,,,2.4,0.0,2.4,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0,818.90,0.5,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
2024-11-05,N240QS,KBOS,KTEB,,,,,,,,1.2,0.0,1.2,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0,164.70,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
2024-11-05,N240QS,KTEB,KBOS,,,,,,,,1.2,0.0,1.2,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0,164.70,0.1,,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
2024-11-05,N260QS,KBED,KTEB,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,158.00,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
2024-11-05,N260QS,KBJC,KBED,,,,,,,,3.4,0.0,3.4,1.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0,1529.90,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,0,0,1,1
2024-11-03,N260QS,KCDS,KBJC,,,,,,,,1.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0,401.40,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
2024-11-03,N225QS,KGCN,KTEB,,,,,,,,4.2,0.0,4.2,1.6,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0,1805.70,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,0,0,1,1
2024-11-03,N260QS,KDAL,KCDS,,,,,,,,0.9,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0,196.70,0.5,0.0,0.00,0.00,0.00,0.00,1,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
2024-10-26,N225QS,KELP,KGCN,,,,,,,,1.4,0.0,1.4,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0,380.30,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
2024-10-25,N225QS,MMCU,KELP,,,,,,,,0.8,0.0,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0,187.10,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
2024-10-25,N225QS,MMTO,MMCU,,,,,,,,2.1,0.0,2.1,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0,660.90,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
2024-10-24,N225QS,KSFO,MMTO,,,,,,,,4.1,0.0,4.1,4.1,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0,1619.80,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0,0,1,1,1
2024-10-24,N225QS,KSBA,KSFO,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,227.60,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
2024-10-23,N225QS,KTEB,KSBA,,,,,,,,5.7,0.0,5.7,5.7,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0,2190.20,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0,0,1,1,1
2024-10-23,N225QS,KSVH,KTEB,,,,,,,,1.6,0.0,1.6,1.6,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0,445.70,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0,0,1,1,1
2024-10-14,N258QS,KHOU,KDAL,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,208.00,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
2024-10-14,N258QS,KCHO,KHOU,,,,,,,,2.9,0.0,2.9,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0,980.00,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
2024-10-14,N258QS,KBGR,KCHO,,,,,,,,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,589.40,0.3,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
2024-10-13,N258QS,EGLF,KBGR,,,,,,,,6.9,0.0,6.9,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0,2667.50,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,"""First flight, IOE""",,,,,,1,1,0,0,1
2024-03-25,N276EA,KLNK,KTUS,,,,,,,,2.5,0.0,2.5,0.0,0.0,2.5,,,,,0.0,0,861.10,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
2024-03-24,N276EA,KEUG,KLNK,,,,,,,,3.5,0.0,3.5,2.0,0.0,3.5,,,,,0.0,0,1185.30,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,0,0,1,1
2024-03-24,N276EA,KCRP,KEUG,,,,,,,,4.4,0.0,4.4,0.0,0.0,4.4,,,,,0.0,0,1578.50,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
2024-03-23,N276EA,KLAX,KCRP,,,,,,,,3.1,0.0,3.1,0.0,0.0,3.1,,,,,0.0,0,1138.60,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0,0,1,1,1
2024-03-02,N471BS,SEGU,MPTO,,,,,,,,2.3,0.0,2.3,2.3,0.0,2.3,,,,,0.0,0,671.20,0.0,0.0,0.00,0.00,0.00,0.00,0,1;VOR/DME;03L;MPTO;;,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0,0,1,1,1
2024-03-01,N471BS,MPTO,SEGU,,,,,,,,2.2,0.0,2.2,2.2,0.0,2.2,,,,,0.0,0,671.20,0.0,0.0,0.00,0.00,0.00,0.00,0,1;ILS;21;SEGU;;,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0,0,1,1,1
2024-03-01,N471BS,SEGU,MPTO,,,,,,,,2.3,0.0,2.3,2.3,0.0,2.3,,,,,0.0,0,671.20,0.0,0.0,0.00,0.00,0.00,0.00,0,1;VOR/DME;03L;MPTO;;,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0,0,1,1,1
2024-02-29,N471BS,MPTO,SEGU,,,,,,,,2.2,0.0,2.2,2.2,0.0,2.2,,,,,0.0,0,671.20,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0,0,1,1,1
2024-02-29,N471BS,SEGU,MPTO,,,,,,,,2.1,0.0,2.1,2.1,0.0,2.1,,,,,0.0,0,671.20,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0,0,1,1,1
2024-02-28,N471BS,MPTO,SEGU,,,,,,,,2.2,0.0,2.2,2.2,0.0,2.2,,,,,0.0,0,671.20,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0,0,1,1,1
2024-02-28,N471BS,SEGU,MPTO,,,,,,,,2.2,0.0,2.2,2.2,0.0,2.2,,,,,0.0,0,671.20,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0,0,1,1,1
2024-02-27,N471BS,MPTO,SEGU,,,,,,,,2.4,0.0,2.4,2.4,0.0,2.4,,,,,0.0,0,671.20,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0,0,1,1,1
2024-02-23,N67TC,KRNO,KPHX,,,,,,,,1.9,0.0,1.9,1.9,0.0,1.9,,,,,0.0,0,522.10,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0,0,1,1,1
2024-02-23,N67TC,KPHX,KRNO,,,,,,,,1.9,0.0,1.9,0.0,0.0,1.9,,,,,0.0,0,522.10,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
2024-02-22,N67TC,KRNO,KPHX,,,,,,,,2.1,0.0,2.1,1.7,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0,522.10,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,0,0,1,1
2024-02-22,N67TC,KPHX,KRNO,,,,,,,,2.2,0.0,2.2,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0,522.10,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,1,0,0,1
2024-02-21,N67TC,KRNO,KPHX,,,,,,,,2.2,0.0,2.2,2.2,0.0,2.2,,,,,0.0,0,522.10,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0,0,1,1,1
2024-02-21,N67TC,KPHX,KRNO,,,,,,,,2.1,0.0,2.1,,,2.1,,,,,0.0,0,522.10,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
2024-02-20,N67TC,KRNO,KPHX,,,,,,,,2.0,0.0,2.0,2.0,0.0,2.0,,,,,0.0,0,522.10,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0,0,1,1,1
2024-02-20,N67TC,KPHX,KRNO,,,,,,,,2.1,0.0,2.1,0.0,0.0,2.1,,,,,0.0,0,522.10,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
2024-02-14,N276EA,MHLM,KAEX,,00:00,,,00:00,,,3.6,0.0,3.6,11.7,0.0,3.6,,,,,0.0,0,982.80,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0,0,1,1,1
2024-02-14,N276EA,SEGU,MHLM,,19:53,,,23:05,,,4.1,0.0,4.1,0.0,0.0,4.1,,,,,0.0,0,1155.20,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
2024-02-07,N859AM,KPHX,KLAX,,,,,,,,1.6,0.0,1.6,1.6,0.0,1.5,,,,,0.0,0,321.60,1.1,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0,0,1,1,1
2024-02-03,SCA28,KSDL,KSDL,,,,,,,,1.2,1.2,0.0,0.0,0.0,0.0,,,,,0.0,0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,1.2,0.0,0.0,0.0,,,,,,,,,,"""FAR 61.56 complete""",,,,,,0,0,0,0,0
2024-01-24,N623SW,KLUK,KSWO,,,,,,,,2.4,0.0,2.4,2.4,0.0,2.4,,,,,0.0,0,628.30,2.4,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0,0,1,1,1
2024-01-24,N623SW,KMDW,KLUK,,,,,,,,1.4,0.0,1.4,1.4,0.0,1.4,,,,,0.0,0,221.80,1.4,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0,0,1,1,1
2024-01-24,N623SW,KFRG,KMDW,,,,,,,,2.8,0.0,2.8,0.0,0.0,2.8,,,,,0.0,0,651.20,2.8,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
2024-01-23,N808TJ,KFLL,KEWR,,,,,,,,3.1,0.0,3.1,3.1,3.1,0.0,,,,,0.0,0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,0,0,1,1
2024-01-23,N808TJ,KPHX,KFLL,,,,,,,,4.8,0.0,4.8,0.0,,4.8,,,,,0.0,0,1714.00,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
2024-01-22,N859AM,KLAX,KRNO,,,,,,,,2.0,0.0,2.0,2.0,0.0,2.0,,,,,0.0,0,339.30,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0,0,1,1,1
2024-01-21,N804TJ,KBNA,KCMH,,,,,,,,1.4,0.0,1.4,1.4,0.0,1.4,,,,,0.0,0,293.30,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0,0,1,1,1
2024-01-20,N804TJ,KPHX,KBNA,,,,,,,,3.6,0.0,3.6,3.6,0.0,3.6,,,,,0.0,0,1258.80,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0,0,1,1,1
2024-01-19,N804TJ,CYVR,KPHX,,,,,,,,4.2,0.0,4.2,4.2,0.0,4.2,,,,,0.0,0,1068.90,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0,0,1,1,1
2024-01-16,N804TJ,CYYC,CYVR,,,,,,,,2.6,0.0,2.6,2.6,0.0,2.3,,,,,0.0,0,372.00,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0,0,1,1,1
2024-01-14,N917XA,CYYC,KORD,,,,,,,,4.5,0.0,4.5,4.5,0.0,4.5,,,,,0.0,0,1203.50,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0,0,1,1,1
2024-01-14,N917XA,KMSP,CYYC,,,,,,,,3.5,0.0,3.5,3.5,0.0,3.5,,,,,0.0,0,913.60,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0,0,1,1,1
2024-01-12,N917XA,KPHX,KMSP,,,,,,,,3.5,0.0,3.5,0.0,0.0,3.5,,,,,0.0,0,1108.80,0.0,0.0,0.00,0.00,0.00,0.00,0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,1,0,0,1
